ind,code
休閒娛樂-旅館服務業,2702
休閒娛樂-旅館服務業,2704
休閒娛樂-旅館服務業,2705
休閒娛樂-旅館服務業,2706
休閒娛樂-旅館服務業,2707
休閒娛樂-旅館服務業,2712
休閒娛樂-旅館服務業,2722
休閒娛樂-旅館服務業,2724
休閒娛樂-旅館服務業,2736
休閒娛樂-旅館服務業,2739
休閒娛樂-旅館服務業,2748
休閒娛樂-旅館服務業,3252
休閒娛樂-旅館服務業,5324
休閒娛樂-旅館服務業,5364
休閒娛樂-旅館服務業,5464
休閒娛樂-旅館服務業,5701
休閒娛樂-旅館服務業,5703
休閒娛樂-旅館服務業,5704
休閒娛樂-旅館服務業,5905
休閒娛樂-旅館服務業,6128
休閒娛樂-旅館服務業,6264
休閒娛樂-旅館服務業,8077
休閒娛樂-營運發行,2465
休閒娛樂-營運發行,3064
休閒娛樂-營運發行,3083
休閒娛樂-營運發行,3086
休閒娛樂-營運發行,3293
休閒娛樂-營運發行,3687
休閒娛樂-營運發行,4946
休閒娛樂-營運發行,4994
休閒娛樂-營運發行,5310
休閒娛樂-營運發行,5478
休閒娛樂-營運發行,6111
休閒娛樂-營運發行,6169
休閒娛樂-營運發行,6180
休閒娛樂-營運發行,6542
休閒娛樂-營運發行,7584
休閒娛樂-線上遊戲業,3293
休閒娛樂-線上遊戲業,3687
休閒娛樂-線上遊戲業,5310
休閒娛樂-線上遊戲業,5478
休閒娛樂-線上遊戲業,6169
休閒娛樂-線上遊戲業,6542
休閒娛樂-設計開發,3064
休閒娛樂-設計開發,3083
休閒娛樂-設計開發,3086
休閒娛樂-設計開發,3293
休閒娛樂-設計開發,3546
休閒娛樂-設計開發,3687
休閒娛樂-設計開發,4994
休閒娛樂-設計開發,5310
休閒娛樂-設計開發,5478
休閒娛樂-設計開發,6111
休閒娛樂-設計開發,6169
休閒娛樂-設計開發,6180
休閒娛樂-設計開發,6542
休閒娛樂-高爾夫球具業,6670
休閒娛樂-高爾夫球具業,8420
休閒娛樂-高爾夫球具業,8481
休閒娛樂-高爾夫球具業,8924
休閒娛樂-高爾夫球具業,8928
休閒娛樂-高爾夫球具業,8938
休閒娛樂-高爾夫球具業,9960
其他-其他,1213
其他-其他,1342
其他-其他,1416
其他-其他,1435
其他-其他,1437
其他-其他,1443
其他-其他,1516
其他-其他,1584
其他-其他,1598
其他-其他,1603
其他-其他,1604
其他-其他,1608
其他-其他,1609
其他-其他,1611
其他-其他,1612
其他-其他,1615
其他-其他,1616
其他-其他,1617
其他-其他,1618
其他-其他,1626
其他-其他,1708
其他-其他,1710
其他-其他,1718
其他-其他,1722
其他-其他,1726
其他-其他,1736
其他-其他,2061
其他-其他,2062
其他-其他,2106
其他-其他,2208
其他-其他,2348
其他-其他,2358
其他-其他,2461
其他-其他,2466
其他-其他,2496
其他-其他,2540
其他-其他,2634
其他-其他,2904
其他-其他,2913
其他-其他,3003
其他-其他,3303
其他-其他,3430
其他-其他,3543
其他-其他,3557
其他-其他,3597
其他-其他,4141
其他-其他,4154
其他-其他,4164
其他-其他,4430
其他-其他,4529
其他-其他,4536
其他-其他,4541
其他-其他,4556
其他-其他,4712
其他-其他,4754
其他-其他,4804
其他-其他,4950
其他-其他,5205
其他-其他,5276
其他-其他,5306
其他-其他,5530
其他-其他,5604
其他-其他,6144
其他-其他,6192
其他-其他,6199
其他-其他,6240
其他-其他,6464
其他-其他,6585
其他-其他,6592
其他-其他,6615
其他-其他,6616
其他-其他,6655
其他-其他,6721
其他-其他,6728
其他-其他,6753
其他-其他,6754
其他-其他,6776
其他-其他,6790
其他-其他,6881
其他-其他,6901
其他-其他,6904
其他-其他,6914
其他-其他,6958
其他-其他,8033
其他-其他,8342
其他-其他,8354
其他-其他,8383
其他-其他,8411
其他-其他,8421
其他-其他,8426
其他-其他,8427
其他-其他,8431
其他-其他,8435
其他-其他,8437
其他-其他,8438
其他-其他,8440
其他-其他,8444
其他-其他,8463
其他-其他,8464
其他-其他,8478
其他-其他,8480
其他-其他,8481
其他-其他,8489
其他-其他,8905
其他-其他,8932
其他-其他,8942
其他-其他,9802
其他-其他,9902
其他-其他,9904
其他-其他,9905
其他-其他,9907
其他-其他,9910
其他-其他,9911
其他-其他,9917
其他-其他,9919
其他-其他,9925
其他-其他,9927
其他-其他,9934
其他-其他,9935
其他-其他,9938
其他-其他,9940
其他-其他,9941
其他-其他,9944
其他-其他電子產品及電子服務產業,1614
其他-其他電子產品及電子服務產業,2059
其他-其他電子產品及電子服務產業,2301
其他-其他電子產品及電子服務產業,2312
其他-其他電子產品及電子服務產業,2354
其他-其他電子產品及電子服務產業,2359
其他-其他電子產品及電子服務產業,2360
其他-其他電子產品及電子服務產業,2371
其他-其他電子產品及電子服務產業,2373
其他-其他電子產品及電子服務產業,2390
其他-其他電子產品及電子服務產業,2404
其他-其他電子產品及電子服務產業,2414
其他-其他電子產品及電子服務產業,2415
其他-其他電子產品及電子服務產業,2423
其他-其他電子產品及電子服務產業,2433
其他-其他電子產品及電子服務產業,2443
其他-其他電子產品及電子服務產業,2459
其他-其他電子產品及電子服務產業,2477
其他-其他電子產品及電子服務產業,2482
其他-其他電子產品及電子服務產業,2488
其他-其他電子產品及電子服務產業,2497
其他-其他電子產品及電子服務產業,3002
其他-其他電子產品及電子服務產業,3003
其他-其他電子產品及電子服務產業,3038
其他-其他電子產品及電子服務產業,3040
其他-其他電子產品及電子服務產業,3043
其他-其他電子產品及電子服務產業,3055
其他-其他電子產品及電子服務產業,3067
其他-其他電子產品及電子服務產業,3206
其他-其他電子產品及電子服務產業,3219
其他-其他電子產品及電子服務產業,3289
其他-其他電子產品及電子服務產業,3303
其他-其他電子產品及電子服務產業,3311
其他-其他電子產品及電子服務產業,3402
其他-其他電子產品及電子服務產業,3465
其他-其他電子產品及電子服務產業,3508
其他-其他電子產品及電子服務產業,3551
其他-其他電子產品及電子服務產業,3580
其他-其他電子產品及電子服務產業,3587
其他-其他電子產品及電子服務產業,3597
其他-其他電子產品及電子服務產業,3628
其他-其他電子產品及電子服務產業,3679
其他-其他電子產品及電子服務產業,3712
其他-其他電子產品及電子服務產業,4577
其他-其他電子產品及電子服務產業,4588
其他-其他電子產品及電子服務產業,4935
其他-其他電子產品及電子服務產業,5225
其他-其他電子產品及電子服務產業,5283
其他-其他電子產品及電子服務產業,5345
其他-其他電子產品及電子服務產業,5452
其他-其他電子產品及電子服務產業,5536
其他-其他電子產品及電子服務產業,6118
其他-其他電子產品及電子服務產業,6139
其他-其他電子產品及電子服務產業,6146
其他-其他電子產品及電子服務產業,6154
其他-其他電子產品及電子服務產業,6187
其他-其他電子產品及電子服務產業,6196
其他-其他電子產品及電子服務產業,6201
其他-其他電子產品及電子服務產業,6208
其他-其他電子產品及電子服務產業,6215
其他-其他電子產品及電子服務產業,6277
其他-其他電子產品及電子服務產業,6409
其他-其他電子產品及電子服務產業,6538
其他-其他電子產品及電子服務產業,6654
其他-其他電子產品及電子服務產業,6667
其他-其他電子產品及電子服務產業,6689
其他-其他電子產品及電子服務產業,6691
其他-其他電子產品及電子服務產業,6698
其他-其他電子產品及電子服務產業,6706
其他-其他電子產品及電子服務產業,6735
其他-其他電子產品及電子服務產業,6739
其他-其他電子產品及電子服務產業,6743
其他-其他電子產品及電子服務產業,6761
其他-其他電子產品及電子服務產業,6776
其他-其他電子產品及電子服務產業,6830
其他-其他電子產品及電子服務產業,6840
其他-其他電子產品及電子服務產業,6855
其他-其他電子產品及電子服務產業,6877
其他-其他電子產品及電子服務產業,6903
其他-其他電子產品及電子服務產業,7703
其他-其他電子產品及電子服務產業,8021
其他-其他電子產品及電子服務產業,8034
其他-其他電子產品及電子服務產業,8047
其他-其他電子產品及電子服務產業,8072
其他-其他電子產品及電子服務產業,8109
其他-其他電子產品及電子服務產業,8201
其他-其他電子產品及電子服務產業,8374
其他-文化印刷業,1907
其他-文化印刷業,3284
其他-文化印刷業,6776
其他-文化印刷業,8401
其他-文化印刷業,8446
其他-文化印刷業,8906
其他-文化印刷業,8921
其他-文化印刷業,9929
其他-文化印刷業,9949
其他-特殊照明業,1611
其他-特殊照明業,2308
其他-特殊照明業,2459
其他-特殊照明業,6776
其他-環保潔能服務產業,1785
其他-環保潔能服務產業,2466
其他-環保潔能服務產業,3551
其他-環保潔能服務產業,3703
其他-環保潔能服務產業,5205
其他-環保潔能服務產業,5292
其他-環保潔能服務產業,6581
其他-環保潔能服務產業,6624
其他-環保潔能服務產業,6721
其他-環保潔能服務產業,6771
其他-環保潔能服務產業,6776
其他-環保潔能服務產業,6803
其他-環保潔能服務產業,6894
其他-環保潔能服務產業,6923
其他-環保潔能服務產業,6951
其他-環保潔能服務產業,8341
其他-環保潔能服務產業,8390
其他-環保潔能服務產業,8422
其他-環保潔能服務產業,8423
其他-環保潔能服務產業,8435
其他-環保潔能服務產業,8473
其他-環保潔能服務產業,8476
其他-環保潔能服務產業,9930
其他-環保潔能服務產業,9955
其他-農業科技業,1240
其他-農業科技業,2459
其他-農業科技業,4171
其他-農業科技業,6508
其他-農業科技業,6776
其他-農業科技業,6952
再生醫療-幹細胞收集儲存,1784
再生醫療-幹細胞收集儲存,6461
再生醫療-幹細胞收集儲存,6712
再生醫療-幹細胞收集儲存,6794
再生醫療-幹細胞收集儲存,6838
再生醫療-幹細胞開發,1784
再生醫療-幹細胞開發,6461
再生醫療-幹細胞開發,6712
再生醫療-幹細胞開發,6794
再生醫療-幹細胞開發,6838
再生醫療-臨床實驗、移植技術、疾病治療,1784
再生醫療-臨床實驗、移植技術、疾病治療,3118
再生醫療-臨床實驗、移植技術、疾病治療,3224
再生醫療-臨床實驗、移植技術、疾病治療,6461
再生醫療-臨床實驗、移植技術、疾病治療,6550
再生醫療-臨床實驗、移植技術、疾病治療,6662
再生醫療-臨床實驗、移植技術、疾病治療,6712
再生醫療-臨床實驗、移植技術、疾病治療,6794
再生醫療-臨床實驗、移植技術、疾病治療,6838
區塊鏈-BaaS,2453
區塊鏈-交易平台,2453
區塊鏈-交易平台,2480
區塊鏈-元件裝置,2399
區塊鏈-元件裝置,3515
區塊鏈-元件裝置,6150
區塊鏈-創投,2453
區塊鏈-商業應用,2453
區塊鏈-商業應用,2480
區塊鏈-商業應用,2498
區塊鏈-媒體推廣,2453
區塊鏈-底層平台,2453
區塊鏈-監控管理,2453
區塊鏈-監控管理,6277
區塊鏈-系統整合,2453
區塊鏈-系統整合,6277
區塊鏈-資安審計,2453
區塊鏈-錢包/資產管理,2453
區塊鏈-開發工具,2453
區塊鏈-開發工具,2498
區塊鏈-領域方案,2453
區塊鏈-顧問諮詢,2453
半導體-DRAM製造,2344
半導體-DRAM製造,2408
半導體-DRAM製造,3707
半導體-DRAM製造,6770
半導體-IC/晶圓製造,3707
半導體-IC封裝測試,1410
半導體-IC封裝測試,1434
半導體-IC封裝測試,2329
半導體-IC封裝測試,2337
半導體-IC封裝測試,2369
半導體-IC封裝測試,2441
半導體-IC封裝測試,2449
半導體-IC封裝測試,3264
半導體-IC封裝測試,3265
半導體-IC封裝測試,3372
半導體-IC封裝測試,3374
半導體-IC封裝測試,3444
半導體-IC封裝測試,3450
半導體-IC封裝測試,3490
半導體-IC封裝測試,3567
半導體-IC封裝測試,3711
半導體-IC封裝測試,4760
半導體-IC封裝測試,5344
半導體-IC封裝測試,6147
半導體-IC封裝測試,6207
半導體-IC封裝測試,6239
半導體-IC封裝測試,6257
半導體-IC封裝測試,6261
半導體-IC封裝測試,6271
半導體-IC封裝測試,8109
半導體-IC封裝測試,8110
半導體-IC封裝測試,8131
半導體-IC封裝測試,8150
半導體-IC封裝測試,8162
半導體-IC模組,1434
半導體-IC模組,2308
半導體-IC模組,2451
半導體-IC模組,3054
半導體-IC模組,3150
半導體-IC模組,3260
半導體-IC模組,3360
半導體-IC模組,3444
半導體-IC模組,4973
半導體-IC模組,5222
半導體-IC模組,6271
半導體-IC模組,8054
半導體-IC模組,8088
半導體-IC模組,8131
半導體-IC模組,8271
半導體-IC模組,8277
半導體-IC模組,8299
半導體-IC設計,2363
半導體-IC通路,2308
半導體-IC通路,2347
半導體-IC通路,2459
半導體-IC通路,3010
半導體-IC通路,3026
半導體-IC通路,3028
半導體-IC通路,3033
半導體-IC通路,3036
半導體-IC通路,3048
半導體-IC通路,3209
半導體-IC通路,3224
半導體-IC通路,3232
半導體-IC通路,3312
半導體-IC通路,3360
半導體-IC通路,3444
半導體-IC通路,3528
半導體-IC通路,3537
半導體-IC通路,3555
半導體-IC通路,3702
半導體-IC通路,4945
半導體-IC通路,6113
半導體-IC通路,6189
半導體-IC通路,6192
半導體-IC通路,6227
半導體-IC通路,6265
半導體-IC通路,6270
半導體-IC通路,8032
半導體-IC通路,8067
半導體-IC通路,8068
半導體-IC通路,8084
半導體-IC通路,8096
半導體-IC通路,8112
半導體-IC通路,8299
半導體-IP設計/IC設計代工服務,2401
半導體-IP設計/IC設計代工服務,3035
半導體-IP設計/IC設計代工服務,3443
半導體-IP設計/IC設計代工服務,3529
半導體-IP設計/IC設計代工服務,3661
半導體-IP設計/IC設計代工服務,5222
半導體-IP設計/IC設計代工服務,6423
半導體-IP設計/IC設計代工服務,6533
半導體-IP設計/IC設計代工服務,6643
半導體-IP設計/IC設計代工服務,6695
半導體-IP設計/IC設計代工服務,8054
半導體-IP設計/IC設計代工服務,8227
半導體-IP設計/IC設計代工服務,8299
半導體-LED驅動IC,2308
半導體-LED驅動IC,3014
半導體-LED驅動IC,3288
半導體-LED驅動IC,3527
半導體-LED驅動IC,4961
半導體-LED驅動IC,6129
半導體-LED驅動IC,6138
半導體-LED驅動IC,6415
半導體-光儲存控制IC,2401
半導體-光儲存控制IC,2454
半導體-光源管理IC,6415
半導體-光源管理IC,6732
半導體-光源管理IC,8016
半導體-光罩,2338
半導體-光罩,2438
半導體-光通訊IC,5468
半導體-光通訊IC,6568
半導體-其他IC/二極體製造,2302
半導體-其他IC/二極體製造,2340
半導體-其他IC/二極體製造,2342
半導體-其他IC/二極體製造,2434
半導體-其他IC/二極體製造,2481
半導體-其他IC/二極體製造,3234
半導體-其他IC/二極體製造,3536
半導體-其他IC/二極體製造,3675
半導體-其他IC/二極體製造,3707
半導體-其他IC/二極體製造,4971
半導體-其他IC/二極體製造,4991
半導體-其他IC/二極體製造,5425
半導體-其他IC/二極體製造,6287
半導體-化學品,1711
半導體-化學品,1717
半導體-化學品,1727
半導體-化學品,1742
半導體-化學品,1785
半導體-化學品,2493
半導體-化學品,3010
半導體-化學品,3305
半導體-化學品,4720
半導體-化學品,4722
半導體-化學品,4755
半導體-化學品,4768
半導體-化學品,4772
半導體-化學品,5234
半導體-化學品,5434
半導體-基板,2459
半導體-基板,3189
半導體-基板,3444
半導體-基板,4938
半導體-基板,6207
半導體-基板,6271
半導體-基板,6552
半導體-基板,8070
半導體-導線架,2351
半導體-導線架,2483
半導體-導線架,2486
半導體-導線架,3310
半導體-導線架,3444
半導體-導線架,3653
半導體-導線架,5285
半導體-導線架,6548
